symbol,name,contractAddress,balance,decimals
PEPEHUB,Pepe Hub,0x2f7b0d229e0da42738ef919b675da7e4b9994b6f,34638689886.37375385,8
DIS,DIS,0x2f9015b86eb7b6d979fe643675954bf4426d9526,1091494726.38865655,8
VB,Vitalik Buterin,0x2f9678085acf1897f63a102e9f7cb835609158d1,152000.0,18
SC,Shill Comp,0x2ff067a74c9025e294c634395f1a127fa15ff939,427957.953035470639817448,18
Switch,Switch Metaverse,0x2ff6e766b4c0cc8fdb5dfb0b43f349165fdd8563,767387143.779415173800484933,18
MICROSOFT,MICROSOFT Metaverse,0x3020f6e2760ccf4f69ca4b80d6ea6159706281ec,767387143.779415173800484933,18
LR,Looks Rare,0x30abb1a1e2913d0991bbf06dd79dfcc224361de9,196802.677133664,9
BEM,Bemil.io,0x3102931098e75111a6f57cdf9a3e68dd007e5dd1,769.636006526732317605,18
GameSpot,GameSpot Metaverse,0x3125c70e2de274e5347898dfd277b9549ea9e434,767387143.779415173800484933,18
PARTY,MONEY PARTY,0x314bd765cab4774b2e547eb0aa15013e03ff74d2,251091.171457,6
IDEAL,Ideal Protocol,0x315b7be85d37d226b69990b82eb8e4c75af536c6,100000000000.0,9
ETH20,Ethereum20,0x318efe2502f0b308b39165a58db7b52b691adabc,900000000.0,9
ハチ公,ハチ公,0x3222de1944c21f7c7b5134b4b1d585077cd075e6,5600046991.42224005,8
Ukraine,Ukraine DAO,0x322a46e88fa3c78f9c9e3dbb0254b61664a06109,767387143.779415173800484933,18
ELMO,ELMOERC,0x335f4e66b9b61cee5ceade4e727fcec20156b2f0,3631.914285489750256896,18
HELL,Hell,0x3371d286110129ccf94b84e80e44975a950e52db,10000000.0,9
GBA,GameBoy Advance,0x33b43a56bdcc98038ad4dc1043910d41b8126559,17571.505462758,9
Gameloft,Gameloft Metaverse,0x33bd8d4b90e3632742cd0d741f95e9453ae49f92,767387143.779415173800484933,18
BAHAMAS,Devs Vacation,0x33d2ce0302e44e7e0d3877f76c8767a348ddb72c,3684.569004620059886872,18
XB,XBANKING,0x33e80a92a9ea73dd02f6e732d1702d58c68388ca,1.0,2
BITE,BITE,0x34103e1190b824a44c6a638438d425cba21143ba,1498063.110314541364018452,18
SUDO,sudoswap,0x3446dd70b2d52a6bf4a5a192d9b0a161295ab7f9,29.463013189373739002,18
Lincoln,Lincoln Metaverse,0x344bcafbe79f0045d7f6348fcf8a8072c9cf3871,767387143.779415173800484933,18
TAXGAME,THETAXGAME,0x344edb0245055cbb8befd456ad4d1e84054589aa,428012.967734064,9
CNCRZ,CoinCraze,0x345deebb2242b295f1faded1757b2d465af784d4,3535887.843389548096030359,18
TFF,TheFaustFlick,0x349c9a0afbe8c8e08a6bd8a2e925f9ec5ae7d2c9,50.0,3
BELLE,twitter.com/bunnydeIphine,0x34c6211621f2763c60eb007dc2ae91090a2d22f6,1978788156.360299333536114633,18
PLANET,PLANET.AI,0x34ef6730ba9ba47045c7ee3eb9c3a8d709b5b125,31755421560.157504609860123055,18
LOL,League of Legends,0x3506b7eff28e41ff0746a432897777973cfb2d46,767387143.779415173800484933,18
PEPSI,PEPSI Metaverse,0x351d941fe1bbb94f142d3975da5019593ccd2ecc,767387143.779415173800484933,18
ALIEN,AlienFi,0x3522c8ad1176109f3dd358cc6d6b77df960f176c,60735.106684809708955148,18
RAI,Raichu Thunderstone,0x3564a13c1467184479b3fa32ccb17f61f6b83dc3,151736.987417229266965317,18
ARES,Ares Protocol,0x358aa737e033f34df7c54306960a38d09aabd523,50.0,18
SHKEK,SHKEK,0x35c14e34ac01bcc9c71dce5dec0509becd8d5e90,5000000.0,18
BETH,BERC20 ETH,0x35de7168291d95338af73d7cd9182fe017239aeb,105000.0,18
NUTTY,Nutty,0x366514b32f656f361fbac4000eafbcd73617cf82,400000.0,9
OKSWAP,OKSW,0x36751ceeaf5614cec3b0a839b9f966589d687f0a,25000000.0,18
TLS,Timeless,0x36784d3b5aa8a807698475b3437a13fa20b7e9e1,217275.24302321608769085,18
🍀🍀🍀,Clover,0x36927b7666b9d215fbe75b7ed1870afa33ec3535,500000000000000.0,18
SIGMA,Sigma Finance,0x369e5c49f0fef0872ac3fc6d4c389093cd227d4e,57285192.418594928424836071,18
Google,Google Metaverse,0x36c5a1f80a6a978aaff02a8b7f3d4b5a363632fb,10000000000000.0,18
RSHI,Robinshib,0x36d38064e7f26ed56218f6668509d8a2b617c281,50650468789.200428378133826419,18
FUCK,FUCKCOIN,0x36de545a738294b49523fe94747842cf9fa2daa7,979999.02,9
Pizza Hut,Pizza Hut Metaverse,0x36f4d7bfa207223e7324fb2bd2bac7aded147317,767387143.779415173800484933,18
ECRTT,eCredit,0x3704056ac201ad612d07b8b60e01ee34810d3bc0,55000.0,8
Capcom,Capcom Metaverse,0x37203e3d4372aea6205dbc6a1f77f596aa921894,767387143.779415173800484933,18
Threads,THREADS,0x374a63c9682492b3f5754484c6083d6d40b72d55,3140069778.11162074,8
NIKE,NIKE Share Token,0x377e8885df58d0a1d03f64c4eb317793559e3f26,767387143.779415173800484933,18
FOXE,Foxe,0x378e1be15be6d6d1f23cfe7090b6a77660dbf14d,1777819000000.1777819,18
MAL,Mar A Lago,0x37f6c8002921866595ef37ca06127cb94f9f6e39,100000000.0,9
BISO,BERC20 BISO,0x3805ba66b1bbad6d278bc8c0f20ad2207952f7c0,105000.0,18
HDRN,Hedron,0x3819f64f282bf135d62168c1e513280daf905e06,0.000000001,9
P64,Pepe 64,0x382b02013cb1d8a51c9611bbc66a2b83d1d3ff8b,44442.767542236,9
Meme,Meme,0x383e0bccbf7595b3fb432f713121b9354bc05dda,70000000000000.0,18
TYRANT,Fable Of The Dragon,0x3860797c233433439205cc897a196db7285fbcc7,100000000.0,18
MERGY,Mergy Inu,0x388f5b5198386bd6c743681ee4234caa89518841,100000000.0,18
Samsung,Samsung Metaverse,0x38d29f02c9e2a62652e835a6fb90c94cf5d3ede7,767387143.779415173800484933,18
BC2,BitConnect2,0x38e219ee67a5e1536c5a89fec2da0d69c254cac4,1750.0,18
Urgent,Urgent,0x38e6b83faaa3db99ec788866668081da33ccd329,102720597365740.053100386202611007,18
SOOK,SOOK,0x39052d9200761e721bf246a9c3063d2cc6af41e9,200000000.0,18
VGOD,The VGod Protocol,0x392e579ba281e5d6c3cdfd70fbe5414d96cb711a,1929026.792102004320044119,18
SHIBEREUM,Shibereum,0x3961db042637eb2e0e6f3b633abdbef294ebf8a4,24801617978.962975518,9
HelloKitty,HelloKitty Metaverse,0x3972e6316c23fbdb98906b627c43e335642cddf3,767387143.779415173800484933,18
DOGEG,Dogecoin Gold,0x398a9630c57775f77bd661474e112b6cf1941d1f,50.0,18
BONESHIB,Bone Shiba,0x39f21985611480595fa60696e04fe104998771eb,50000000.0,18
eBay,eBay Metaverse,0x3a6e7ac13311e3500fc1c678a62a8472bd213a9d,767387143.779415173800484933,18
SHUF,Shuffle Monster,0x3a9fff453d50d4ac52a6890647b823379ba36b9e,4.9,18
ShitGame,The Shit Game,0x3af035c5028609b56a1f7cb853b369b26b299685,3561443027.765940702873812344,18
XETH,XETH,0x3b37c2c1b07cad13048c5e76c528e50820d7be93,8496066617.909254675935826815,18
PUBG,PUBG Metaverse,0x3b42e0e97590eaa1cce3aa338d40649d6d656f6f,767387143.779415173800484933,18
ELOND,ElonDoge,0x3b48a697fef81994e6736658551c9d6c699365e8,43345935.372728393184864357,18
SAFEREUM,Safereum V2,0x3b58fecabb82983f012dc97950d6c261b09b63f8,39270813246.213436626687988241,18
FRANK,FrankCoin,0x3b7ee616d145d5fc99aaf599a7d593e02c16c5bb,2973151.059924074895847034,18
$ OLIVIA $,$ OLIVIA $,0x3b9898db91739d48a3b2a859039a119f439d44e2,50000000.0,18
AC,AC DAO,0x3bb78746c214a4f5f68de6691966e958c2a8b90f,767387143.779415173800484933,18
VI7A,Sens VI7A,0x3bc3946edb0a43563e3e887ed91e71c8a4715e71,1815257.836284028296093766,18
EC,Ethereum Classic,0x3bf5d2b2d1e138495aedb9c538f6b704f3de9723,51306107.852494718711269441,18
BESTARZ.IO,BESTARZ.IO,0x3c58d7f609d0a51b1bea140c6cece655aa965526,397511352.646161472956682162,18
BABYRFD,BABYREFUND,0x3c7a21cb00569ca807ca4f1f4cf6c5dbd655ef06,8112914059.285010922172878248,18
GPT,OpenAI,0x3c7a95ca80a7656d2f771206b518733e2afb6c0b,100000.0,18
NEEL,Neel's ERC20 Token,0x3ca69fb1e8c8337e7a71e12bfe469e8f2aa6a82e,100.0,18
PEPE,Pepe Inu,0x3cad00e830ee01ab4819b013ae595a981bf69f02,500000.0,18
KERM,Kermitcoin,0x3cb25e0f47fed9861c24127e0bf9d5b6b6d48fde,6900000000.0,18
AIT,AI Tools,0x3d025a05c4f3c41f0bd0d0d7bd8e3e7f83dcfc91,122225052194.410282057076314527,18
UNI-V2,Uniswap V2,0x3d1cb7638d73657f7e554eda1d97703bc29d3c15,0.000072974532841611,18
MRF,Mr F was here,0x3d5d3dcd01469ef8c6bc9c45665835814635c725,1.0,18
KPEPE,King Pepe,0x3d8451b5507ce4cf3cdead152b45262a7775cdf9,14096820.926564886012092475,18
BITZ,BITZLATO,0x3db70c3552eec93219a16b6773218670de538d4d,505770144.115524735555012995,18
Anti-war,Anti-war,0x3dc8b6f80a4bdf33db1cae2d44db9e28eb15b7cd,600000000.0,1
Stoïk,Stoïk Coin,0x3dd2d992c8f14b22f46e9f86ed3f675644a61ef8,2715.415327996222475094,18
PEPE.AI,Pepe AI,0x3e19729c657d6fc2586082475cd7346db820bc39,3127517329464.857006410844004544,18
uxtw.com$0.02回购,BEB公有链VPOW投票官方负责兜底回购,0x3e3aafa44d6e122b07d329b992f0df62cf82b1e7,16888.0,18
RussiaWin,Russia Win,0x3e598889cec3f3c7ddb1e9deb70e57ecdbae88de,767387143.779415173800484933,18
SATA,Signata,0x3ebb4a4e91ad83be51f8d596533818b246f4bee1,1.0,18
FGH,Flowing Hair,0x3ec03cd2763a729339aff9927be679c76325d1bf,181.0,18
CPRC,CryptoPawCoin,0x3ef3b555842cdaff0f4f0b79c9dd65096d60ba63,13010.0,18
Bungie,Bungie Metaverse,0x3ef9de32bb8b14903f3c80021506b871cdb4bf7e,694329575410.158163319263896045,18
SHIBC,ShibClub,0x3f044fb8bae30987f7598315cbece2d1b7b382df,24607488079607.215257923597460474,18
BTAMA,Baby Tama,0x3f4fa26f8a54f67db5d584beda8e196b8d2aae7e,16919392.134198694641348387,18
Beanz,Beanz Official,0x3fcc0c22ec7737a74a83f54f938cae32e69b7fc0,767387143.779415173800484933,18
RTH,Rotharium,0x3fd8f39a962efda04956981c31ab89fab5fb8bc8,5.0,18
BTC2.0,Bitcoin 2.0,0x3feb4fea5132695542f8ede5076ac43296d17c6d,627.52,8
XLM,HarryPotterOhtaniStreetFighter2CultInu,0x3ffdde70f128de8a5c8b116142d79889d6d5a551,6.898465,9
MUC,MusicCoin,0x400a6241ad286ca6f4b69a6d715d55dc8b5ad84b,2.0,18
DEGAME,DeGame L2y,0x4010eba6399eb928162762f4d15698c6e0c90b88,550289345.38334093,8
OCN,Odyssey,0x4092678e4e78230f46a1534c0fbc8fa39780892b,5.0,18
IAG,IAGON,0x40eb746dee876ac1e78697b7ca85142d178a1fc8,150039.999661,18
MARSX,Mars Land,0x410eca3747e2b2021aaba9c7e4f41b23db89b5e2,1000.0,18
TikTok,TikTok Metaverse,0x4126069f453f1b4a12d6673c542bac349252b158,767387143.779415173800484933,18
AVATAR,The Way of Water,0x417519607b55b9c09a1eee43bb27ae2f30622c4f,20000000.0,18
PAW,PAW,0x419777d3e39aa9b00405724eace5ea57620c9062,10000097979797.0,18
COCA COLA,COCA COLA Metaverse,0x41a014616bbbc9ebba81cd23a884b2d300045d48,10000000000000.0,18
SHITGOD,Shit God,0x41d8aaf4a4cc26888ca46c900abeefc32a623aae,6502056798913.931099851692419367,18
LG,LG Metaverse,0x41e38882257d0a318c8fb5f1c4e4f50a0b85f56e,767387143.779415173800484933,18
$AAPL,$AAPL,0x41efc0253ee7ea44400abb5f907fdbfdebc82bec,0.02,18
DONG,DongCoin,0x4208aa4d7a9a10f4f8bb7f6400c1b2161d946969,6.902553725113668399,18
SHIBARIUM,SHIBARIUM MAINNET,0x420b8acce81e0d8b7d637a72f7eeae80bbed7641,25857517444905.863621470003634213,18
PNDC,Pond Coin,0x423f4e6138e475d85cf7ea071ac92097ed631eea,1338840.0,18
SHIBARMY,ShibArmy,0x42532eb49d66d1a48e82115b6e44ed4ff451c6da,149180771784.243229911409628051,18
WHALES,Whales DAO,0x4269008d0ce534d85f6e3a2cd68ac2e6ee4a38e5,42696969.0,18
DLUX,Deluxo,0x42b05a12783a659eb53a7d90b2c70929af96ad71,22230.0002370416,18
Twitter,Twitter Musk,0x4300d2c2e286be7b21c9238351c9ccf19ffc6c89,10000000000000.0,18
WFC,Web3 Football Coin,0x4314361ad9afad042412c9572d2ddf8aa61969ec,10000000000.0,18
TCATI,mi pinxe lo crino tcati,0x43377cc34274e89dc265985d4bf9a1eb15a74bda,350000000.0,9
CANINE,Canine,0x43788ef4630dbcfc53c2f04eb34e4083108a517e,20000.0,18
4B,4Bulls,0x43b72464a93687dc2f14d5e49086e641d011b890,1000.0,18
Bandai Namco,Bandai Namco,0x444f0a89416dfb8981e027fe4ba37868a22d47cd,767387143.779415173800484933,18
HGOLD,Hashgold,0x445164d9e038e1dae0989e4b6ac745b78d26f181,400.0,18
GUMP,The Myth of America,0x447088ca6f0f826c8db4b0daaebfb4119bcdb368,36000000000.0,9
nTrump,NO Donald Trump,0x44ea84a85616f8e9cd719fc843de31d852ad7240,6.858768171097096,15
WOLF,Bank of Wolf,0x457245a8195d22d0313008aeb002b8bb5502ff8a,17361732250368.969208783120236137,18
Pornhub,Pornhub DAO,0x4573a8db53428d3f7ad8a91124462aed04d5acc9,767387143.779415173800484933,18
SL,Slasha,0x45afbb6771c886282bd2cdc3d1545547d89eb2c9,5000000000.0,18
YFV,YFValue,0x45f24baeef268bb6d63aee5129015d69702bcdfa,0.277102242939172044,18
Gmail,Gmail Metaverse,0x45f42bea2451c0d48a34c4ef88cb240b6ce25486,767387143.779415173800484933,18
eMax,EthereumMax,0x460ff8ff721affe8edfdd705868df31724762e43,35172623413.355351035039202671,18
FTX Sucks,FTX Sucks,0x4615fbc32c6ebbd689ed368758382373374c7d14,1332.0,9
SHIT,ShitCoin,0x464d3c0f76459e176c648fbfec3911d0ee9e7dc8,4454614567057.648452971994171449,18
TPAL,Trial Snek on Ethereum,0x467e63de022b45d177f5b4c961685bfe44bbc768,19245016944.230507530025027956,18
BICH,Bing Chilling Coin,0x469ec2389e6e1538d54d795cd9da8e2cbda26285,67786326872765.867010539794701512,18
Supercell,Supercell Metaverse,0x46adf9e560d22c8c6ab028052f8cf0b0b97a55d2,3811575297.533441406470657094,18
GRC,GreenCoin.AI,0x46d886887b6908183032c75dee1b731b26d653c6,1500.0,18
PORN,Pornhub DAO,0x46fefbc51ef679bf10ba4976967520bc1613e4db,767387143.779415173800484933,18
Airbus,Airbus Metaverse,0x476f143d75b851538a39aabc5af0fd412a343f60,767387143.779415173800484933,18
VBP,Vitalik's Protocol,0x47a559a48bc230dd9870a07aa4b1f97a81189a69,50000000.0,6
$HInu,Homura Inu,0x47a79fc3a11e5765291d06af8a3787782345f936,3000000.0,9
DOGEV2,Dogecoin v2,0x47dea215ee41eedf84340f7e1ab501786cff6f62,50000000.0,18
ASS,AssCoin,0x47df56e8dc23a9ccef36cecc1d0f9f2730bf257b,1000000.0,18
Oscar,Oscar Metaverse,0x47f997cf5d517ec1edcc188aaac8dddb231e8a28,767387143.779415173800484933,18
V神,The V God,0x481394ac7f676c2985f7769becb25acacd97ba60,40000000.0,9
SHIFU,Shifu The Master,0x484d862cd3c074d701a869f9379a90b3ef502fb5,1999999999.290117434575175049,18
Qatar Airways,Qatar Airways Metaverse,0x48c19e920fcc700ca015f6e807ab6fc63ce0eaa9,767387143.779415173800484933,18
HAMS,Hamsters,0x48c87cdacb6bb6bf6e5cd85d8ee5c847084c7410,0.99,18
PNDC,Bank Of Pond Coin,0x48e9c94fb4f252b6aed287dca2381b760de5fb89,63864734681048.971656212811029793,18
PopCap,PopCap Metaverse,0x48ee738ad62f64b6c38af21d24277100127e761e,767387143.779415173800484933,18
INJERA,The INJERA,0x494f07e2aa1148fcbe775df9964bd2c9a2448aa0,7500000.0,18
Givenchy,Givenchy Metaverse,0x49b30444955e339825a3def95c04493f3cf81058,100000000000000.0,18
AI,aUtIStiC InU,0x49c3ee4822dc1649c7796ed6e345990cd925f294,8400000.0,18
plDai,Pool Dai,0x49d716dfe60b37379010a75329ae09428f17118d,36.21,18
xDuck,xDuck,0x4a28b047cd180a776bb434d3fba41158b7238cd9,15449331.697291082063001291,18
vvb,nftvictory,0x4a77598492e7fa1fdbca01b05f5315b25d534f52,6300000.0,18
BTCBBY,Bitcoin Baby,0x4a969efa6df317064fed9812672db1ebab6e76f1,551081.970063850167640789,18
PEPE,PEPE2.0,0x4a980a252b487850ac07a3c8323cd33133e101ee,832500464677.243235895124418193,18
REW,Rewkang Inu,0x4ae58cc9101318da383091ff5af3d23420adc2a3,479004133.272,18
PEPEPRO,PEPEPRO,0x4b394e5ae16bf18fdc1a8a380dcc45aca02c30ba,5201314.0,18
McDonalds,McDonalds Metaverse,0x4b4d206dc79c4a9c5a7e20787dd63648eb7fa8c1,767387143.779415173800484933,18
QBT,QBT,0x4b4fb2f2dc64a2cf2afbc8119ca2eabbd99a575b,0.100000000000000005,18
IKEA,IKEA Metaverse,0x4bde01e59b2c316dd2c5af9151f1cd93dd96fc1d,767387143.779415173800484933,18
SLV,Silverway,0x4c1c4957d22d8f373aed54d0853b090666f6f9de,1.0,18
The Matrix,The Matrix Metaverse,0x4c20d0266187a68c73f3f17a16631652540a8ec1,767387143.779415173800484933,18
RYUNA,Dragon Maiden,0x4c344cabc68aa069f482ee55cbd721aa0bfba4ab,53704870.723770285915548909,18
DMTS,DMTS,0x4c6112f9652463f5bdcb954ff6b650acb64e47cc,0.70051744,8
✺SPDA,Sparse Daybreak,0x4ccaaf3b8f987da074fe62add094591bdc1c4f88,1000.0,18
APE,ApeCoin,0x4d224452801aced8b2f0aebe155379bb5d594381,1.0142,18
LION,LionDEX,0x4d2500e396e60706fb8f71cd511de1e595ffca00,33463167.64732646,8
BABYGENSLR,BABYGENSLR,0x4d2e73a7f3e02fcdd64796944817d77b4654a000,5201314.0,18
PPBLZ,Pepemon Pepeballs,0x4d2ee5dae46c86da2ff521f7657dad98834f97b8,0.0001,18
Zynga,Zynga Metaverse,0x4d5d7e8df7b0f1ac83f7e0e2d02be84cb14d7c77,767387143.779415173800484933,18
TETHER,Hpohs888inu,0x4d9b0b7a6db042cb990d36a0df5aa2960e552f16,46533.044792984,9
(MORTY),Morty,0x4daf1f6e14b8759358cd8285b67aeb7825f85ee0,14383288882.266898682499567361,18
AMB,Ambrosus,0x4dc3643dbc642b72c158e7f3d2ff232df61cb6ce,20.0,18
MAXWELL,Maxwell Cat,0x4dcce12adebadc9614c2ad24faa7345888b05884,814241.1245,9
BUTERINU,Buterin Inu,0x4df634a6e2b2d79faa790c99fae2b80448fb4df5,100000000000.0,8
OWLT,Owlswap.org,0x4e0b2a80e158f8d28a2007866ab80b7f63be6076,2500.0,18
WORMIE,Mouseworm,0x4e11b24ff50c37e8e6abcab94a529d3960b5b7bd,110000.4,18
Invisible,Invisible Friends,0x4e22eb365dcc6f34ae14f8800203dfe3fda2df4e,767387143.779415173800484933,18
SMTH,Something,0x4e270c35bc167dfa0347cd8fcd4eb3b283599796,767387143.779415173800484933,18
BRZRS,Brazzers,0x4e2ee5377da5d06e1d962193716274d8aea49b2d,2101043703.361862801392361886,18
CVX,Convex Finance,0x4e3fbd56cd56c3e72c1403e103b45db9da5b9d2b,150.0,18
SRETH,SATOSHIRETURNS,0x4e435112d2683f0f5b38ace4df3685d31a134a77,1000000000000.0,18
SHIT,I will poop it NFT,0x4e4a47cac6a28a62dcc20990ed2cda9bc659469f,363333452.5345,18
PANDA,panda,0x4e4b3e1a0c6b5c3351b849171baeba8094e097f1,397012908.059319000598947935,18
YAKINU,Yak Inu,0x4e5b49bb59ddeceaf01599069dd0e6035ba183c1,420.0,18
Hilton,Hilton Metaverse,0x4ece804ff17aad893e93b01db2efdf68d86cc6ed,767387143.779415173800484933,18
CONNECTIVE,Connective,0x4ee94004dfabbf0c8dd52f5128ec6cc660a2cf9f,2280772675.844928549938120432,18
BAKC,BAKC COIN,0x4f22dd9cc043518446d5d0fdca82d00a5563a399,767387143.779415173800484933,18
ChInu,CharityInu,0x4fa881c7b2a49969ebe379cc80e9cc164a763c7f,25000000.0,18
BBGC,Big Bang Game Coin,0x4fbb0b4cd8f960ac3428194f1c94c805d5b35836,10.0,8
CYBER,CyberConnect,0x4fbbfea48c2d4911f59b763e7e36f32f52928d84,55354565.642302829123209698,18
@Gowilla,@Gowilla,0x4ff3b8d16a7a71a1696a0538834dfb2b1bf51252,4204204204202.02020202,8
EME,EMEM Coin,0x500f3aba88146d574acdd5119c12ec825f1b3ad1,2000000.0,18
CROCODILE2.0,CROCO2.0,0x504230f85ef9e6c6de7229fbd154bc20ba92f28d,2866809062.003521983567070727,18
ALEPH,ALEPH DAO,0x504bf7a4610d8cf7a6145012da4aba53ff6f3516,100000.0,18
WAGMII,WAGMI Inc,0x508847a05868cfbc4f9f30a881dcbf1859d07cc7,60000.0,18
FB,The Bird is Freed,0x50965ddde36109ceb90287a43722da8536e4a50a,19999999.0,9
PEPE2.0,Pepe2.0,0x50b8625942f5d1169375ce84c3b2f688e0a1ac3e,1673077801596.73457009664657251,18
SHIT,ShitCoin,0x50c8594b3c1e4c4321c89ab1687ca48ac2987abd,16000000000.0,18
CAL,Calcium NFT,0x50e44c0cc6046031fc0d2ebf9809acb16ca0fe54,14573111.465950631863338191,18
LDC,Leadcoin,0x5102791ca02fc3595398400bfe0e33d7b6c82267,1.0,18
[lidosr.xyz] Claim your special rewards.,(lidosr.xyz),0x511b5f248269c0b90b60e33ef9df744048c84a83,149.26,6
LINK,Chainlink,0x514910771af9ca656af840dff83e8264ecf986ca,1.0,18
DOKE,Doke Inu,0x517abf1fcdbd76bc75b532683ada9113e313a128,5000000.0,9
VIU,VIU,0x519475b31653e46d20cd09f9fdcf3b12bdacb4f5,24548.29178686322190516,18
BABYGENSLR,BABYGENSLR,0x51fb8b4cde9f5c396eb9f3ef670995422815489f,5201314.0,18
NGUF,NeverGibUpFren,0x5207ca53386e1b462316ec9726b9e150de82bc14,1000.0,18
eRSDL,unFederalReserve,0x5218e472cfcfe0b64a064f055b43b4cdc9efd3a6,5620.520682342240383168,18
SEA,OpenSea,0x5282367f26a7ccc62cddd42566ed7b92fde8525c,210867174.08074517158021565,18
Sakura,Sakura Metaverse,0x528686c89db00e22f58703b2d4b02e200f3255eb,767387143.779415173800484933,18
Cult Bank,Cult Bank,0x52a75cae1fa451bf20dad93c8b19ab763a1bad59,767387143.779415173800484933,18
Sony,Sony Metaverse,0x535820792e0e510f074d3ec91fef0f67580719ba,767387143.779415173800484933,18
Yuga,Yuga Coin,0x536e71f965abf5705965c1ea97444a31357ddfd8,767387143.779415173800484933,18
LOL,LOL Token,0x539f038b79a3a61b368a4d5591c1bfba3d8dd9a9,1.0,9
BRINIA,BURNING RINIA,0x53b004013832c29f1c957754e7e01411d88ace55,50000000.0,18
QSP,QuantumSphere,0x53bba135ad260c7c5d772c9d3dd1ea3394d1212e,52626536095.133150150135928803,18
COFFEE,Starbucks,0x53f5663c10d22bf84e0ebf262a6ccc511350e099,121647630.049658177,9
ANARCHY,Anarchy,0x53fd2342b43ecd24aef1535bc3797f509616ce8c,666.0,9
AZK,AnonZK,0x5408245a4d7c685f59ce6d3b8b35916dd6c11a99,410.419461462215436162,18
OGETH,Original ETH,0x5413f036d1c65147a3b23f53a7e5da1f5675dede,5057233.280986626,9
ZFX,zkFlex Finance,0x54855d3133669b7ef54a2c962f5f63fdb44bbae9,1909103.612527777,9
AI,aUtIStiC InU,0x549c03f905e3a8aa693da814ded8c4cdaa563f55,8400000.0,18
IBM,IBM Metaverse,0x551995718074af7ce16808598691116b633b66c9,767387143.779415173800484933,18
STICK,Stick Man,0x556713e6a6a928af55bf3967f847c62402acbadc,1000000.0,9
APE,ApeCoin,0x5593f9e0ee647eb869ac565c98da9b49854413a8,767387143.779415173800484933,18
GROK,Grok x.Ai,0x55e450fcc34b3d79f6d1f37cd3c91099e56f96a2,13609417.96607153868794183,18
DOLPHIN,豚林,0x55fd2c4ae199aa9bba3a5a8d7d111e8e2eab738b,500000000.0,9
WOMBAT,WOMBAT,0x5650b645506558ee138625aec669cbaf59194264,595318322.02725838,8
TCATI,Crino Tcati,0x566e95139e4de1bfa505a598ec3a9da4cfa879ec,500000.0,18
TATA,Tatacoin,0x56772d4ce41df6ad9680308b1d4146915e2e5f7d,140000000000000.0,18
CAT,BlockCAT,0x56ba2ee7890461f463f7be02aac3099f6d5811a8,615.897054678742624,18
DBOX,Decentra Box,0x56c9d5f1e727de03643af220b5ce52de23d4d973,580000.0,18
Chrome,Chrome Metaverse,0x56ecd4f87cd68a844fe608f7f51ab25fb9dd5460,767387143.779415173800484933,18
DogeSino,DogeSino,0x56ed3192f74a4dca3c733aebc63ce18e5f3dd33a,101165372024016.207849838293114344,18
PYRAMINU,Pyraminu,0x570029696ef6a84cf41dc7ef27278e03c838289f,515104916.60467708,9
Twitter WCI,Twitter World Cup Inu,0x574bbef36a39c3e046a5e959e73372db8a579c71,2022.0,9
VictoriasSecret,VictoriasSecret Metaverse,0x574daf1a7a51bbd20bf7f2a43d91ac6690f40e07,767387143.779415173800484933,18
Epic Games,Epic Games Metaverse,0x574f04650b7a2973ae95f014c057ecc968c13dd1,100000000000000.0,18
Budweiser,Budweiser Metaverse,0x576013796f37ea0d31c953b71043b0f96da14e7a,767387143.779415173800484933,18
SUSD,sUSD,0x57ab1ec28d129707052df4df418d58a2d46d5f51,1.0,18
HQG,环球股,0x57b9d10157f66d8c00a815b5e289a152dedbe7ed,11.501,6
BabyAkita,BabyAkita,0x57c90e697f950b6006d5121da9d4623f65103017,700000000000.0,18
PREPE,President PEPE,0x57ef27273eca2df2e0a6a0534e12bbaa26dd315d,450000000000.0,18
Pi,Pi Network,0x58206f0129c3b6c6e9f59624f77f74a399129b42,5303729.291065415181957739,18
LPT,Livepeer,0x58b6a8a3302369daec383334672404ee733ab239,2.260392412355166584,18
PEPES,PEPE SIMPSON,0x58e737a17b68ef73ce7018272c073cfa0d96ab9e,6803227.62,9
Boucheron,Boucheron Metaverse,0x595a2385326265272d459b6a7660d440e966a307,767387143.779415173800484933,18
JUSTICE,AssangeDAO,0x59d1e836f7b7210a978b25a855085cc46fd090b5,100685.0,18
EYE,The Eye of Providence,0x5a0694f4ce0e3c197d3c6faac6f6076aca0f3231,2200000.0,9
Home Depot,The Home Depot,0x5a14508ad2c40b7aad91a8e677f8dee3b79b0c92,767387143.779415173800484933,18
KCAL,Step.app,0x5a73762ea8593f3f61d93638f8a1697df37bf689,25145713.150843308745475521,18
xGROK,X.Ai,0x5a7b455a93707dc29b0c07290f1ef700b9a11739,3158385.656146645906749987,18
ECIT,EternalCasino Invest,0x5a8e4bf903138b27e06e6f5dcc40ef0de195102d,22.0,18
IPETH,Inter-Planetary Ethereum,0x5a965d7b807ffa8c10d2ddaea2e4ec50b1ae5536,20.0,18
Xmas,Xmas,0x5ac964446d23c24661296cc8146d427c58f4ea30,9007445798.384544718018705182,18
FANTA,FANTA,0x5adebafbf2fd0d6808a7a1e823759de2df1df39e,1.0,18
